name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
Brandberg West	Record 2591	#defaultStyleMap	14.05	-21.02	0	Igneous	Namibia
Walvis Bay	Record 2592	#defaultStyleMap	14.5167	-22.9833	0	Surficial	Namibia
Krantzberg	Record 2593	#defaultStyleMap	15.5	-20.1667	0	Igneous	Namibia
Rossing (Roessing, Swakopmund)	Record 2594	#defaultStyleMap	15.01667	-22.41667	0	Igneous	Namibia
Abenab	Record 2595	#defaultStyleMap	17.32	-19.29	0	Hydrothermal	Namibia
Tapoa	Record 2599	#defaultStyleMap	2.345	12.4217	0	Sedimentary	Niger
Arlit (Somair, Ariège, Arlette, Artois, Jonction Arlette/Artois, Tamou, Takriza)	Record 2600	#defaultStyleMap	7.3333	18.7667	0	Hydrothermal	Niger
Udegi Odegi	Record 2601	#defaultStyleMap	7.8833	8.3333	0	Igneous	Nigeria
Nkalagu	Record 2604	#defaultStyleMap	7.8167	6.5167	0	Sedimentary	Nigeria
Amalgamated Tin	Record 2605	#defaultStyleMap	8.88	9.9	0	Igneous	Nigeria
Bukuru (Jos)	Record 2606	#defaultStyleMap	8.85	9.76	0	Surficial	Nigeria
Somirwa	Record 2609	#defaultStyleMap	30.0667	-1.9	0	Igneous	Rwanda
Ghurayyah	Record 2611	#defaultStyleMap	35.8	27.91667	0	Igneous	Saudi Arabia
Jizan 0677	Record 2619	#defaultStyleMap	42.55	16.88333	0	Sedimentary	Saudi Arabia
Al Amud	Record 2622	#defaultStyleMap	38.96667	30.58333	0	Sedimentary	Saudi Arabia
Al Jalamid	Record 2623	#defaultStyleMap	39.93333	31.53333	0	Sedimentary	Saudi Arabia
Thaniyat	Record 2624	#defaultStyleMap	38	29.66667	0	Sedimentary	Saudi Arabia
Umm Wu'al	Record 2625	#defaultStyleMap	38.86667	31.61667	0	Sedimentary	Saudi Arabia
Umm Wu'al Area	Record 2626	#defaultStyleMap	39.25	31.5	0	Sedimentary	Saudi Arabia
Umm Wu'al North	Record 2627	#defaultStyleMap	39.2	32	0	Sedimentary	Saudi Arabia
West Thaniyat	Record 2628	#defaultStyleMap	38.04583	29.75	0	Sedimentary	Saudi Arabia
Lam Lam	Record 2635	#defaultStyleMap	-16.8333	14.9333	0	Sedimentary	Senegal
Pallo Thies	Record 2636	#defaultStyleMap	-17.0833	14.8	0	Sedimentary	Senegal
Taiba (Tobene, Keur Mor Fall, N'Domor Giop)	Record 2637	#defaultStyleMap	-16.4167	14.75	0	Sedimentary	Senegal
Dalakaru-Worowaia (Dalakuru)	Record 2644	#defaultStyleMap	-11.5167	9.1833	0	Hydrothermal	Sierra Leone
Mogbwemo (Pejebu, Lanti, Gveni, Sembeh)	Record 2651	#defaultStyleMap	-12.7	8.25	0	Surficial	Sierra Leone
Sierra Rutile	Record 2652	#defaultStyleMap	-12.33333	7.66667	0	Surficial	Sierra Leone
Gbangbama-Mogbwemo	Record 2653	#defaultStyleMap	-12.3	7.78333	0	Surficial	Sierra Leone
Rotifunk	Record 2654	#defaultStyleMap	-12.5	8.3333	0	Surficial	Sierra Leone
Darreh Hos	Record 2655	#defaultStyleMap	44.91667	9.98333	0	Igneous	Somalia
Mur Bakayale	Record 2656	#defaultStyleMap	44.86667	10.01667	0	Igneous	Somalia
Mait Island Guano	Record 2657	#defaultStyleMap	47.21667	11.2	0	Surficial	Somalia
Dalan	Record 2658	#defaultStyleMap	48.81667	11.08333	0	Hydrothermal	Somalia
Consolidated Murchison Gravelotte	Record 2659	#defaultStyleMap	31.5167	-24	0	Hydrothermal	South Africa
Consolidated Murchinson	Record 2660	#defaultStyleMap	30.86667	-23.8	0	Hydrothermal	South Africa
African Chrysotilediepgezet	Record 2661	#defaultStyleMap	31.0833	-26	0	Metamorphic	South Africa
Amianthus	Record 2662	#defaultStyleMap	30.75	-25.6333	0	Metamorphic	South Africa
Bute	Record 2664	#defaultStyleMap	23.1667	-26.1167	0	Metamorphic	South Africa
Danielskuil	Record 2665	#defaultStyleMap	23.33333	-28.11667	0	Metamorphic	South Africa
Elcor	Record 2666	#defaultStyleMap	23.0833	-27.2	0	Metamorphic	South Africa
Emmarentia	Record 2667	#defaultStyleMap	23.4667	-28.0333	0	Metamorphic	South Africa
Klipfontien	Record 2668	#defaultStyleMap	23.5	-28	0	Metamorphic	South Africa
Koegaswesterberg	Record 2669	#defaultStyleMap	22.3667	-29.3167	0	Metamorphic	South Africa
Kuruman Field	Record 2670	#defaultStyleMap	23.28333	-27.28333	0	Metamorphic	South Africa
Msauli	Record 2671	#defaultStyleMap	31.0833	-25.9	0	Metamorphic	South Africa
Penge	Record 2672	#defaultStyleMap	30.2833	-24.3833	0	Metamorphic	South Africa
Pomfret	Record 2673	#defaultStyleMap	23.5333	-25.8333	0	Metamorphic	South Africa
Riries	Record 2674	#defaultStyleMap	23.1667	-27.3333	0	Metamorphic	South Africa
Senekal	Record 2675	#defaultStyleMap	31.4667	-25.55	0	Metamorphic	South Africa
Stella	Record 2676	#defaultStyleMap	30.8333	-25.5333	0	Metamorphic	South Africa
Wandrag	Record 2677	#defaultStyleMap	23.2833	-27.3833	0	Metamorphic	South Africa
Whitebank	Record 2678	#defaultStyleMap	23.3	-27.4167	0	Metamorphic	South Africa
Bathlako	Record 2679	#defaultStyleMap	26.9083	-25.1833	0	Igneous	South Africa
Chroombronne	Record 2680	#defaultStyleMap	27.3167	-25.7167	0	Igneous	South Africa
Dilokong	Record 2681	#defaultStyleMap	30.1417	-24.5833	0	Igneous	South Africa
Eastern Bushveld: Steelpoort Sector	Record 2682	#defaultStyleMap	30.13139	-24.53139	0	Igneous	South Africa
Grasvally	Record 2683	#defaultStyleMap	28.98333	-24.33333	0	Igneous	South Africa
Grootboom	Record 2684	#defaultStyleMap	30.16667	-24.75	0	Igneous	South Africa
Kafferskraal 214	Record 2685	#defaultStyleMap	26.25	-25.66667	0	Igneous	South Africa
Mankwe-Bafokeng Sector	Record 2686	#defaultStyleMap	26.92111	-25.18333	0	Igneous	South Africa
Millsell	Record 2687	#defaultStyleMap	27.2917	-25.7083	0	Igneous	South Africa
Montrose Hendriksplaats	Record 2688	#defaultStyleMap	30.15	-24.61667	0	Igneous	South Africa
Mooinooi	Record 2689	#defaultStyleMap	27.5722	-25.71	0	Igneous	South Africa
Nietverdiend-Lehurutshe Sector	Record 2690	#defaultStyleMap	26.25	-25.08333	0	Igneous	South Africa
Nietverdiend-Marico Sector	Record 2691	#defaultStyleMap	26.2	-25	0	Igneous	South Africa
Potgietersrus Sector	Record 2693	#defaultStyleMap	28.97	-24.34278	0	Igneous	South Africa
Ruighoek	Record 2694	#defaultStyleMap	26.93333	-25.2	0	Igneous	South Africa
Waterkop	Record 2695	#defaultStyleMap	30.0167	-24.3583	0	Igneous	South Africa
Winterveld	Record 2696	#defaultStyleMap	30.16667	-24.66667	0	Igneous	South Africa
Zwartkop (Zwartklip, Langran, Elandskool)	Record 2697	#defaultStyleMap	27.28333	-24.78333	0	Igneous	South Africa
Groothoek	Record 2698	#defaultStyleMap	30.16667	-24.53333	0	Igneous	South Africa
Henry Gould	Record 2699	#defaultStyleMap	27.58333	-25.73333	0	Igneous	South Africa
Jagdlust	Record 2700	#defaultStyleMap	29.88333	-24.26667	0	Igneous	South Africa
Kroondal (Booekenhoutfontein, Bultfontein, Rietfontein)	Record 2701	#defaultStyleMap	27.33333	-25.75	0	Igneous	South Africa
Marico	Record 2702	#defaultStyleMap	26.25	-25.08333	0	Igneous	South Africa
Waterkloof	Record 2703	#defaultStyleMap	27.28333	-25.71667	0	Igneous	South Africa
Zeerust	Record 2704	#defaultStyleMap	26.25	-25.05	0	Igneous	South Africa
Dorst Land 768	Record 2705	#defaultStyleMap	28.88333	-23.83333	0	Igneous	South Africa
Tweefontein	Record 2706	#defaultStyleMap	30.125	-24.8958	0	Igneous	South Africa
Piet Retief Witkop 507	Record 2707	#defaultStyleMap	30.7333	-27	0	Igneous	South Africa
Kromdraai	Record 2731	#defaultStyleMap	28.3	-25.25	0	Hydrothermal	South Africa
Kruidfontein	Record 2732	#defaultStyleMap	27.5	-25.1667	0	Hydrothermal	South Africa
Rhenosterfontein	Record 2733	#defaultStyleMap	26.1333	-25.7333	0	Hydrothermal	South Africa
Saflor	Record 2734	#defaultStyleMap	27.8833	-24.8667	0	Hydrothermal	South Africa
Slipfontein-Ruigtepoort	Record 2735	#defaultStyleMap	27.66667	-25	0	Hydrothermal	South Africa
Transvaal Fluorspar	Record 2736	#defaultStyleMap	26.0833	-25.7167	0	Hydrothermal	South Africa
Van Den Heever	Record 2737	#defaultStyleMap	26.2	-25.75	0	Hydrothermal	South Africa
Witkop (Oog van Malmanie, Buffelshoek)	Record 2738	#defaultStyleMap	26.06667	-25.71667	0	Hydrothermal	South Africa
Zwartkloof	Record 2739	#defaultStyleMap	28.25	-24.91667	0	Hydrothermal	South Africa
Vergenoeg (Rust de Winter, Kromdraai)	Record 2740	#defaultStyleMap	28.28333	-25.28333	0	Hydrothermal	South Africa
Marico District	Record 2741	#defaultStyleMap	26.1	-25.75	0	Hydrothermal	South Africa
Buffalo	Record 2742	#defaultStyleMap	28.6	-24.53333	0	Igneous	South Africa
Malonga	Record 2831	#defaultStyleMap	30.88333	-22.65	0	Metamorphic	South Africa
Mooiplaats	Record 2844	#defaultStyleMap	28.075	-25.807	0	Sedimentary	South Africa
Nyala (Mopani)	Record 2845	#defaultStyleMap	30.625	-22.5292	0	Hydrothermal	South Africa
Strathmore	Record 2846	#defaultStyleMap	31.4625	-25.5292	0	Hydrothermal	South Africa
Annex Langdon	Record 2847	#defaultStyleMap	22.9333	-27.2	0	Unclassified	South Africa
Bishop	Record 2848	#defaultStyleMap	22.8333	-27.1667	0	Unclassified	South Africa
Devon	Record 2849	#defaultStyleMap	23	-27.25	0	Unclassified	South Africa
Gloria	Record 2850	#defaultStyleMap	23	-27.3333	0	Unclassified	South Africa
Glouchester	Record 2851	#defaultStyleMap	22.8333	-27.1667	0	Unclassified	South Africa
Gopane (Gopani)	Record 2852	#defaultStyleMap	25.75	-25.25	0	Sedimentary	South Africa
Kalahari Field	Record 2853	#defaultStyleMap	22.95	-27.18333	0	Sedimentary	South Africa
Middelplaats	Record 2854	#defaultStyleMap	22.86667	-27.33333	0	Unclassified	South Africa
N'Chwaning (Kuruman)	Record 2855	#defaultStyleMap	22.8333	-27.1667	0	Sedimentary	South Africa
Paling	Record 2856	#defaultStyleMap	22.8333	-27.1667	0	Unclassified	South Africa
Postmasburg Field	Record 2857	#defaultStyleMap	23.05	-28.05	0	Sedimentary	South Africa
Santoy	Record 2858	#defaultStyleMap	22.8333	-27.1667	0	Unclassified	South Africa
Smartt	Record 2859	#defaultStyleMap	23	-27.3333	0	Unclassified	South Africa
Wessels (Adams, Mamatwan, Hotazel)	Record 2860	#defaultStyleMap	22.86667	-27.1	0	Sedimentary	South Africa
Western Transvaal Manganese	Record 2861	#defaultStyleMap	27.01667	-26.25	0	Sedimentary	South Africa
Black Rock	Record 2862	#defaultStyleMap	27.1667	-22.8333	0	Sedimentary	South Africa
Hotazel	Record 2863	#defaultStyleMap	22.95	-27.21667	0	Sedimentary	South Africa
Lohathla	Record 2864	#defaultStyleMap	23.03333	-28.05	0	Sedimentary	South Africa
Mamatwan	Record 2865	#defaultStyleMap	22.95	-27.38333	0	Sedimentary	South Africa
Mokaning	Record 2866	#defaultStyleMap	23.05	-28.1	0	Sedimentary	South Africa
Monarch Kop (Harrington Kop)	Record 2867	#defaultStyleMap	30.7125	-23.8833	0	Hydrothermal	South Africa
Gumbu	Record 2830	#defaultStyleMap	30.66667	-22.31667	0	Metamorphic	South Africa
Langebaan Area	Record 2902	#defaultStyleMap	18.11667	-32.91	0	Sedimentary	South Africa
Phalaborwa (Palabora, Foskor)	Record 2903	#defaultStyleMap	31.13333	-24	0	Igneous	South Africa
Schiel (Venda)	Record 2904	#defaultStyleMap	30.4	-23.16667	0	Igneous	South Africa
Glenover	Record 2905	#defaultStyleMap	27.13333	-23.86667	0	Igneous	South Africa
Rooiberg (Leeuwpoort, Zanitplaats)	Record 2907	#defaultStyleMap	27.73333	-24.78333	0	Hydrothermal	South Africa
Union Tin	Record 2908	#defaultStyleMap	28.51667	-24.48333	0	Igneous	South Africa
Zaaiplaats	Record 2909	#defaultStyleMap	28.75	-24.05	0	Hydrothermal	South Africa
Brand-Se-Baai (Namakwa)	Record 2910	#defaultStyleMap	17.83333	-31.25	0	Surficial	South Africa
Namaqua Sands	Record 2911	#defaultStyleMap	17.83333	-31.25	0	Surficial	South Africa
Cape Morgan	Record 2912	#defaultStyleMap	28.36667	-32.7	0	Surficial	South Africa
Richards Bay	Record 2913	#defaultStyleMap	31.8	-28.83333	0	Surficial	South Africa
Umgababa (Umkomaas, Usipingo)	Record 2914	#defaultStyleMap	30.85	-30.13333	0	Surficial	South Africa
Orange River Belt West	Record 2915	#defaultStyleMap	17.88333	-28.93333	0	Unclassified	South Africa
Wallekraal	Record 2916	#defaultStyleMap	16.86944	-28.33333	0	Hydrothermal	South Africa
Wolfram Schist Belt	Record 2917	#defaultStyleMap	17.83333	-29.58333	0	Unclassified	South Africa
Orange River Belt East	Record 2918	#defaultStyleMap	20.5	-28.53333	0	Unclassified	South Africa
Afrikander Lease Ltd.	Record 2919	#defaultStyleMap	26.5	-26.88333	0	Surficial	South Africa
Oryx (Beisa)	Record 2920	#defaultStyleMap	26.7042	-28.2167	0	Surficial	South Africa
Brits	Record 2921	#defaultStyleMap	27.7833	-25.65	0	Igneous	South Africa
Kef Eddour	Record 2985	#defaultStyleMap	8.4167	34.15	0	Sedimentary	Tunisia
North Natal Coast	Record 2927	#defaultStyleMap	32.16667	-28.7	0	Surficial	South Africa
Umbababa	Record 2928	#defaultStyleMap	30.85	-30.13333	0	Surficial	South Africa
West Cape Coast	Record 2929	#defaultStyleMap	17.6	-30.6	0	Surficial	South Africa
Ingessana Hills (Nile Mining Operation)	Record 2930	#defaultStyleMap	34	11.28333	0	Igneous	Sudan
Kreiter	Record 2931	#defaultStyleMap	33.9667	11.4517	0	Igneous	Sudan
Gege	Record 2937	#defaultStyleMap	31.0167	-27.0333	0	Sedimentary	Swaziland
Havelock	Record 2936	#defaultStyleMap	31.1333	-25.9333	0	Metamorphic	Swaziland
Dwaleni	Record 2939	#defaultStyleMap	31.3661	-26.6161	0	Unclassified	Swaziland
Forbes Reef	Record 2940	#defaultStyleMap	31.1	-26.1831	0	Unclassified	Swaziland
Eastern A and B (Sawwaneh)	Record 2941	#defaultStyleMap	36.7	34.71667	0	Sedimentary	Syria
Panda Hill	Record 2943	#defaultStyleMap	33.2375	-8.9875	0	Igneous	Tanzania
Merelani	Record 2947	#defaultStyleMap	37.03333	-3.56667	0	Igneous	Tanzania
Chambogo	Record 2951	#defaultStyleMap	37.73333	-4.06667	0	Igneous	Tanzania
Lugalla Hill	Record 2952	#defaultStyleMap	37.72	-6.75	0	Unclassified	Tanzania
Gelai	Record 2953	#defaultStyleMap	36.02	-2.63	0	Igneous	Tanzania
Merkerstein Hill Deposit	Record 2954	#defaultStyleMap	36.5	-2.7281	0	Metamorphic	Tanzania
Minjingu	Record 2955	#defaultStyleMap	35.99861	-3.6667	0	Sedimentary	Tanzania
Lake Natron	Record 2957	#defaultStyleMap	36.1667	-2.35	0	Sedimentary	Tanzania
Kaborishoke (Kwerya, Kyerwa)	Record 2958	#defaultStyleMap	30.7944	-1.3667	0	Hydrothermal	Tanzania
Liganga (Ligangu)	Record 2959	#defaultStyleMap	34.93	-9.9	0	Igneous	Tanzania
Sanyang (Batukunku, Kartung)	Record 2960	#defaultStyleMap	-16.8	13.25	0	Surficial	The Gambia
Mt. Ahito	Record 2961	#defaultStyleMap	-0.9333	7.2583	0	Igneous	Togo
Hahotoe-Kpogame	Record 2962	#defaultStyleMap	1.3833	6.3667	0	Sedimentary	Togo
Djebel Oust	Record 2963	#defaultStyleMap	10.4583	26.5833	0	Hydrothermal	Tunisia
Djebel Sta	Record 2964	#defaultStyleMap	10.4583	26.5833	0	Hydrothermal	Tunisia
Hammam Zriba	Record 2965	#defaultStyleMap	10.1333	36.4	0	Hydrothermal	Tunisia
Zariba	Record 2966	#defaultStyleMap	10.15	36.4	0	Hydrothermal	Tunisia
Kef Eschfair	Record 2986	#defaultStyleMap	8.4667	34.3833	0	Sedimentary	Tunisia
M'Dilla	Record 2987	#defaultStyleMap	8.7667	34.3	0	Sedimentary	Tunisia
Metlaoui	Record 2988	#defaultStyleMap	8.4167	34.3167	0	Sedimentary	Tunisia
Moulares (Moulanes)	Record 2989	#defaultStyleMap	8.2667	34.4833	0	Sedimentary	Tunisia
M'Rata	Record 2990	#defaultStyleMap	8.2667	34.4833	0	Sedimentary	Tunisia
Oum El Khecheb	Record 2991	#defaultStyleMap	8.4167	34.15	0	Sedimentary	Tunisia
Redeyef	Record 2992	#defaultStyleMap	8.4167	34.3667	0	Sedimentary	Tunisia
Sra Ouertane (Kef)	Record 2993	#defaultStyleMap	9.5003	36.5003	0	Sedimentary	Tunisia
Kalaa Khasba	Record 2994	#defaultStyleMap	8.58333	35.68333	0	Unclassified	Tunisia
Sehib	Record 2995	#defaultStyleMap	8.69028	34.20444	0	Unclassified	Tunisia
Bigadic District (Acep, Ankara, Begendikler, Salmanli, others)	Record 2997	#defaultStyleMap	28.18333	39.46667	0	Sedimentary	Turkey
Emet (Derekoy, Espey, Goktepe, Hamamkoy, Hisarcik, Killik)	Record 2998	#defaultStyleMap	29.3	39.26667	0	Sedimentary	Turkey
Kestelek	Record 2999	#defaultStyleMap	28.75	39.66667	0	Sedimentary	Turkey
Kirka	Record 3000	#defaultStyleMap	30.5	39.33333	0	Sedimentary	Turkey
Guleman Mining Area (Bati Kef and Kefdag)	Record 3001	#defaultStyleMap	39.9	38.41667	0	Igneous	Turkey
Kopdag Mining Area	Record 3002	#defaultStyleMap	40.46667	40.01667	0	Igneous	Turkey
Koycegiz	Record 3003	#defaultStyleMap	28.6667	36.95	0	Igneous	Turkey
Bingöl and Bitlis Area	Record 3013	#defaultStyleMap	40.5	38.75	0	Hydrothermal	Turkey
Mazidagi	Record 3014	#defaultStyleMap	40.5	37.51667	0	Sedimentary	Turkey
Beypazari (Baypazari)	Record 3015	#defaultStyleMap	31.93333	40.16667	0	Sedimentary	Turkey
Gamba Hill Nampeyo	Record 3021	#defaultStyleMap	32.9167	0.5833	0	Igneous	Uganda
Sukulu Hills	Record 3022	#defaultStyleMap	32.15	0.6833	0	Igneous	Uganda
Bukusu	Record 3023	#defaultStyleMap	34.25	0.8833	0	Igneous	Uganda
Nyamalilo (Nyamulilo, Mpororo, Ruhiza, Rushunga, Nyamuliro, Bjordal)	Record 3024	#defaultStyleMap	29.86667	-1.24	0	Igneous	Uganda
Bou Craa	Record 3025	#defaultStyleMap	-12.85	26.35	0	Sedimentary	Western Sahara
Aries	Record 3046	#defaultStyleMap	29.28	-13.4	0	Igneous	Zambia
Miku	Record 3047	#defaultStyleMap	28.32	-13.13	0	Igneous	Zambia
Chiwefwe	Record 3056	#defaultStyleMap	29.27	-13.38	0	Sedimentary	Zambia
Nampundwe	Record 3057	#defaultStyleMap	27.55	-15.3	0	Hydrothermal	Zambia
Boss	Record 3058	#defaultStyleMap	30.4917	-20.125	0	Metamorphic	Zimbabwe
Gaths	Record 3059	#defaultStyleMap	30.5333	-20.0333	0	Metamorphic	Zimbabwe
King	Record 3060	#defaultStyleMap	30.5333	-20.0833	0	Metamorphic	Zimbabwe
Kudu	Record 3061	#defaultStyleMap	28.9667	-20.3	0	Metamorphic	Zimbabwe
Mashaba	Record 3062	#defaultStyleMap	30.29	-20.02	0	Metamorphic	Zimbabwe
Shabanie (Nil Desperandum)	Record 3063	#defaultStyleMap	30.01667	-20.2	0	Metamorphic	Zimbabwe
Temeraire	Record 3064	#defaultStyleMap	30.5222	-20.0417	0	Metamorphic	Zimbabwe
Bat Claims (Ngezi Cooperative)	Record 3065	#defaultStyleMap	30.3167	-18.7833	0	Igneous	Zimbabwe
Bee	Record 3066	#defaultStyleMap	29.88333	-17.85	0	Igneous	Zimbabwe
Caesar	Record 3067	#defaultStyleMap	30.71667	-17.5	0	Igneous	Zimbabwe
Cambrai	Record 3068	#defaultStyleMap	30.16667	-19.33333	0	Igneous	Zimbabwe
Central Midlands	Record 3069	#defaultStyleMap	30.2167	-19.1667	0	Igneous	Zimbabwe
Crown Divide North	Record 3070	#defaultStyleMap	30.6167	-17.4833	0	Igneous	Zimbabwe
Divide (Francis)	Record 3071	#defaultStyleMap	30.5833	-17.6833	0	Igneous	Zimbabwe
Glenapp	Record 3072	#defaultStyleMap	30.75	-17	0	Igneous	Zimbabwe
Great Dyke	Record 3073	#defaultStyleMap	29.88333	-17.85	0	Igneous	Zimbabwe
Greenvale	Record 3074	#defaultStyleMap	30.6083	-17.5333	0	Igneous	Zimbabwe
Impinge	Record 3075	#defaultStyleMap	30.8333	-16.9	0	Igneous	Zimbabwe
Inyala	Record 3076	#defaultStyleMap	30.125	-21	0	Igneous	Zimbabwe
Iron Ton	Record 3078	#defaultStyleMap	30.0022	-19.6806	0	Igneous	Zimbabwe
Lalapanzi	Record 3079	#defaultStyleMap	30.1833	-19.3167	0	Igneous	Zimbabwe
Magazine Hill	Record 3080	#defaultStyleMap	30.0058	-19.6817	0	Igneous	Zimbabwe
Magundi	Record 3081	#defaultStyleMap	30.5583	-17.55	0	Igneous	Zimbabwe
Mdindi (Mapanzuri, Chrome Hill)	Record 3084	#defaultStyleMap	30.1083	-19.5083	0	Igneous	Zimbabwe
Netherburn	Record 3085	#defaultStyleMap	30.1667	-19.2833	0	Igneous	Zimbabwe
Noro (Hay)	Record 3086	#defaultStyleMap	30.75	-17.05	0	Igneous	Zimbabwe
Ore Recovery Tribute	Record 3087	#defaultStyleMap	30.6167	-17.3167	0	Igneous	Zimbabwe
Pons	Record 3088	#defaultStyleMap	29.975	-19.95	0	Igneous	Zimbabwe
Railway Block	Record 3089	#defaultStyleMap	29.9889	-19.6583	0	Igneous	Zimbabwe
Rhodesia	Record 3090	#defaultStyleMap	30	-20.5	0	Igneous	Zimbabwe
Rose (Seymore, Makamisa)	Record 3091	#defaultStyleMap	30.0417	-19.7833	0	Igneous	Zimbabwe
Rutala	Record 3092	#defaultStyleMap	30.4417	-18.4	0	Igneous	Zimbabwe
Selukwe Peak	Record 3093	#defaultStyleMap	30.0122	-19.7222	0	Igneous	Zimbabwe
Shurugwi Peak	Record 3094	#defaultStyleMap	30.0122	-19.7222	0	Igneous	Zimbabwe
Spot	Record 3095	#defaultStyleMap	29.9333	-20	0	Igneous	Zimbabwe
Sutton (Rodcamp)	Record 3096	#defaultStyleMap	30.5833	-17.4167	0	Igneous	Zimbabwe
Umsweswe (Bee)	Record 3097	#defaultStyleMap	30.3667	-18.6667	0	Igneous	Zimbabwe
Umvukwes Section	Record 3098	#defaultStyleMap	30.7	-17.1667	0	Igneous	Zimbabwe
Valley Chrome	Record 3099	#defaultStyleMap	30.0736	-19.525	0	Igneous	Zimbabwe
Vanad (Rhod African Chrom)	Record 3100	#defaultStyleMap	30.7167	-17.0833	0	Igneous	Zimbabwe
Windsor	Record 3101	#defaultStyleMap	30.75	-17.8	0	Igneous	Zimbabwe
York	Record 3102	#defaultStyleMap	30.2833	-19.0167	0	Igneous	Zimbabwe
Ngezi (Bee)	Record 3103	#defaultStyleMap	30.3292	-18.75	0	Igneous	Zimbabwe
Bikita (Mdara)	Record 3152	#defaultStyleMap	31.43333	-19.95	0	Igneous	Zimbabwe
Richmond	Record 3153	#defaultStyleMap	29.76891	-18.61848	0	Hydrothermal	Zimbabwe
Dorowa	Record 3164	#defaultStyleMap	31.75	-19.0333	0	Igneous	Zimbabwe
Shawa	Record 3165	#defaultStyleMap	31.7167	-19.1833	0	Igneous	Zimbabwe
Benson Pegmatites	Record 3166	#defaultStyleMap	32.2667	-17.02	0	Igneous	Zimbabwe
Kamativi	Record 3167	#defaultStyleMap	27.06667	-18.33333	0	Igneous	Zimbabwe
Hagigak	Record 2	#defaultStyleMap	68.0625	34.6778	0	Hydrothermal	Afghanistan
Darrahe-Nur	Record 3	#defaultStyleMap	70.5417	34.6611	0	Igneous	Afghanistan
Loghar	Record 4	#defaultStyleMap	68.033	34.167	0	Igneous	Afghanistan
Darkhenj	Record 7	#defaultStyleMap	69.7583	35.4139	0	Gemstone	Afghanistan
Kulam deposit	Record 10	#defaultStyleMap	70.3344	35.2019	0	Igneous	Afghanistan
Sary Sang	Record 11	#defaultStyleMap	70.8167	36.1667	0	Gemstone	Afghanistan
Pasghushta	Record 12	#defaultStyleMap	71.0144	35.3928	0	Igneous	Afghanistan
Achin	Record 13	#defaultStyleMap	70.7167	34.05	0	Igneous	Afghanistan
Khanneshin	Record 14	#defaultStyleMap	63.5833	30.0333	0	Igneous	Afghanistan
Jegdalek	Record 15	#defaultStyleMap	69.8167	34.4333	0	Gemstone	Afghanistan
Nilaw-Kolum	Record 16	#defaultStyleMap	70.3539	35.2083	0	Gemstone	Afghanistan
Gurrunda	Record 21	#defaultStyleMap	149.483	-34.684	0	Sedimentary	Australia
Greenbushes	Record 44	#defaultStyleMap	116.0653	-33.8594	0	Igneous	Australia
Kunwarara	Record 45	#defaultStyleMap	150.2167	-22.9167	0	Sedimentary	Australia
Coober Pedy	Record 50	#defaultStyleMap	134.75	-28.8333	0	Gemstone	Australia
Lady Annie	Record 53	#defaultStyleMap	139.112	-19.76	0	Sedimentary	Australia
Mount Weld	Record 54	#defaultStyleMap	122.5333	-28.8667	0	Igneous	Australia
Jabiluka	Record 68	#defaultStyleMap	132.8957	-12.502	0	Sedimentary	Australia
Khepchishi Hill	Record 75	#defaultStyleMap	89.3333	27.3833	0	Sedimentary	Bhutan
Kansi	Record 79	#defaultStyleMap	96.3717	25.7836	0	Gemstone	Burma
Tawmaw	Record 80	#defaultStyleMap	96.2578	25.7036	0	Gemstone	Burma
Heinde	Record 83	#defaultStyleMap	98.45	14.1167	0	Igneous	Burma
Pailin-Samlot	Record 85	#defaultStyleMap	102.6	12.833	0	Gemstone	Cambodia
Pailin	Record 87	#defaultStyleMap	102.6	12.8333	0	Gemstone	Cambodia
Bokeo	Record 88	#defaultStyleMap	107.1667	12.6667	0	Gemstone	Cambodia
Dongfenggou	Record 97	#defaultStyleMap	104.6667	32.9833	0	Sedimentary	China
Lifang	Record 99	#defaultStyleMap	117.1333	27.3833	0	Sedimentary	China
Keketuohai	Record 101	#defaultStyleMap	89.815	47.2067	0	Igneous	China
Wengquangou	Record 102	#defaultStyleMap	124.05	40.7	0	Sedimentary	China
Xuzhou	Record 112	#defaultStyleMap	117.1833	34.2667	0	Sedimentary	China
